['91Days']
61
48
89
74
92
97
67
71
58
53
92
82
29
52
62
53
93
79
75
78
35
42
50
93
100
48
55
62
36
54
46
86
74
44
52
49
57
59
67
91
81
49
57
79
60
49
0
0
0
0
0
0
0
1
1
1
1
0
0
0
1
1
0
1
1
0
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
1
0
0
0
2
2
2
1
1
1
1
2
1
3
3
1
1
1
1
2
2
1
2
2
1
2
2
2
1
1
2
1
1
1
2
2
2
4
3
2
2
4
9
5
5
6
6
9
26
33
19
17
17
18
46
100
42
22
16
13
13
30
50
41
27
18
13
12
14
27
26
15
11
9
9
17
26
21
14
9
9
13
15
24
16
9
10
8
6
12
22
17
11
8
7
7
15
26
19
8
10
9
8
12
20
15
9
7
7
8
11
26
19
9
7
9
6
14
26
21
9
7
7
7
12
26
20
12
9
6
11
19
36
29
10
12
10
8
29
68
45
24
15
11
10
11
12
12
10
7
6
6
6
8
6
5
4
4
4
5
4
5
3
3
5
4
4
4
4
4
3
2
3
3
4
5
3
2
2
3
2
3
4
2
2
0
0
0
0
0
0
0
0
0
0
0
0
89
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
89
0
0
0
0
0
0
0
89
0
92
0
0
0
0
0
0
0
0
0
91
0
0
0
0
0
0
0
0
0
0
0
0
0
84
0
0
0
0
0
0
0
0
0
85
0
0
0
0
0
0
0
0
0
0
0
83
0
0
0
0
0
0
0
84
0
89
0
96
0
0
0
0
88
0
0
0
0
0
0
0
0
0
0
0
87
0
0
97
0
0
83
0
0
0
0
0
0
0
0
0
0
97
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
90
0
0
0
0
99
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
99
0
0
0
0
0
0
100
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
92
99
0
0
0
0
0
0
0
0
87
0
0
88
0
0
0
0
0
