['5566']
1
2
1
2
1
2
2
2
2
2
2
2
1
1
2
2
1
1
2
2
2
1
2
1
1
2
1
2
2
1
2
2
2
1
1
2
1
2
1
2
1
2
1
1
1
1
1
1
1
2
1
1
2
1
1
1
2
2
2
1
1
1
1
1
2
2
1
1
2
1
1
1
2
1
2
1
1
2
1
2
1
2
1
2
2
2
1
2
2
2
1
1
2
1
2
1
2
1
1
2
1
1
1
2
2
2
1
1
2
1
2
1
2
2
2
1
1
1
2
1
2
1
2
2
2
2
1
2
2
1
1
2
2
2
2
2
2
1
1
2
1
2
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
1
1
2
1
2
2
2
2
2
2
2
2
4
2
2
3
3
3
3
7
6
7
7
5
5
5
9
9
11
15
11
13
12
15
17
21
21
14
13
16
15
17
26
26
17
20
17
20
23
100
53
25
14
9
7
7
7
6
4
3
5
3
3
4
7
4
5
5
4
4
4
5
3
3
3
3
3
3
3
3
6
3
5
3
3
4
4
3
15
15
20
17
17
21
17
11
12
14
17
14
11
15
11
15
13
14
17
19
14
14
11
11
14
15
12
13
10
8
10
13
15
14
12
12
10
10
16
17
11
11
11
10
11
100
38
45
42
38
62
56
45
56
63
56
63
45
52
52
36
59
35
29
42
48
41
54
44
43
53
29
45
29
57
48
61
65
41
44
50
41
53
52
58
41
39
47
59
28
42
27
48
58
43
50
42
37
42
56
59
39
43
56
42
57
65
52
34
50
35
43
65
62
54
37
32
96
86
67
100
61
46
52
54
68
44
70
42
35
48
54
44
66
52
44
47
60
44
45
54
65
43
63
47
55
92
82
75
58
57
65
56
83
79
61
58
63
40
44
48
55
48
45
58
36
47
49
49
48
51
36
44
39
49
35
54
46
54
59
46
49
40
37
45
39
43
37
30
61
43
60
34
43
42
40
49
41
50
43
36
44
34
47
52
35
47
38
43
46
46
41
46
37
48
41
42
58
44
37
41
36
49
31
44
44
54
42
44
41
47
43
43
37
33
54
42
35
40
32
20
34
45
51
33
42
27
51
25
40
72
41
44
36
50
30
44
42
40
46
54
42
42
32
48
47
37
33
29
53
41
49
29
42
32
48
36
33
52
32
50
43
30
46
48
38
46
56
60
29
48
35
28
49
44
42
37
51
34
53
56
36
36
39
36
