['BEAST']
26
26
26
33
31
27
28
27
27
31
31
33
29
26
27
27
27
31
33
28
27
27
27
28
31
32
30
29
27
26
28
31
32
27
29
28
27
30
31
32
28
26
27
27
27
31
33
28
26
26
27
27
32
30
28
27
27
26
28
31
33
29
28
28
28
29
32
36
88
82
63
52
44
44
45
39
35
34
33
35
40
41
38
35
34
35
34
38
38
31
30
31
31
31
35
36
30
29
31
31
31
35
35
30
30
31
31
31
35
37
33
32
33
34
36
37
36
31
31
30
29
31
34
36
30
30
30
30
31
34
35
30
30
32
31
31
34
35
30
30
30
29
30
31
32
28
27
27
29
37
35
34
27
26
26
26
26
29
30
26
27
27
29
32
37
39
32
30
28
32
34
36
36
31
31
31
31
32
38
38
31
32
31
31
34
38
36
32
35
34
31
31
36
36
28
27
28
28
33
42
39
33
30
30
29
30
36
36
30
30
31
30
32
34
38
30
29
29
29
30
33
34
28
29
28
29
29
34
34
30
30
42
47
39
43
40
33
31
27
32
37
40
38
93
100
100
78
83
97
91
72
66
65
63
68
78
75
58
56
54
52
52
60
61
49
48
49
48
46
54
55
47
44
43
43
45
52
57
46
45
45
43
45
49
54
71
52
50
50
54
60
69
72
76
100
89
75
72
75
72
76
79
81
72
75
72
76
78
83
85
75
73
75
74
89
89
96
83
85
77
81
89
92
91
77
76
75
75
82
83
84
74
75
71
74
76
84
88
81
80
75
74
75
84
82
70
72
68
69
71
80
84
72
67
65
71
69
82
81
71
67
66
67
71
75
80
66
67
69
68
71
81
82
67
69
69
69
70
79
80
65
64
62
64
67
76
74
67
66
64
64
65
79
76
68
64
66
66
73
89
89
75
70
68
71
76
86
80
67
70
69
72
76
85
83
71
70
66
70
76
87
88
71
67
67
68
68
80
79
66
66
66
72
74
76
81
65
67
65
61
68
79
82
69
68
66
68
70
77
81
69
71
69
70
71
82
79
69
70
69
68
73
81
82
74
73
73
78
82
85
85
80
81
78
76
85
80
82
69
68
71
73
74
83
79
65
63
62
63
67
78
80
67
68
65
63
70
78
80
65
68
64
64
67
74
81
66
68
64
67
71
78
81
73
71
68
66
65
76
78
67
66
67
69
67
79
86
70
65
69
66
68
74
75
68
64
69
68
71
82
81
68
66
64
62
66
76
76
65
61
