['AlphaGo']
37
46
53
53
56
54
67
52
61
34
44
43
48
42
49
64
44
41
23
60
72
27
48
38
37
43
58
44
44
100
57
40
57
50
66
43
44
74
35
47
66
68
50
55
46
13
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
6
4
2
1
1
1
1
1
1
1
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
1
1
0
0
1
1
1
1
1
1
2
7
79
92
48
86
100
47
75
100
54
34
30
22
23
17
14
15
13
14
13
19
11
11
11
9
9
6
8
6
7
7
5
5
6
6
5
4
4
4
5
3
4
4
4
5
4
4
3
3
3
4
3
4
2
5
3
4
3
4
3
2
3
3
3
3
3
4
2
3
3
3
3
4
4
3
4
4
4
3
2
2
4
2
2
2
3
3
3
2
4
4
5
4
2
3
3
4
3
3
2
2
2
2
3
2
4
3
2
2
2
1
4
4
2
2
2
2
2
3
2
2
1
3
2
2
1
2
1
1
1
2
1
2
3
3
2
2
2
2
1
2
2
2
2
2
2
1
2
2
1
3
1
1
1
1
2
2
1
1
1
1
2
1
1
1
1
2
2
2
2
2
2
2
1
2
1
2
3
2
2
1
1
2
2
2
3
1
1
3
2
3
1
2
2
1
3
1
2
1
2
1
1
1
1
1
2
2
1
2
1
1
2
2
1
1
1
2
3
1
1
2
1
1
2
1
2
1
2
0
2
2
2
2
3
1
1
1
2
2
2
1
3
2
2
2
2
2
1
2
2
2
2
3
