['4minute']
63
63
72
88
80
60
61
57
55
90
95
97
69
75
65
75
76
77
74
83
75
63
71
54
70
75
72
60
65
70
61
94
100
74
69
67
70
79
73
66
83
74
72
78
83
73
14
13
13
15
16
11
12
11
12
13
14
15
15
13
12
12
13
15
16
13
13
12
11
11
14
13
10
10
11
10
11
16
14
11
12
11
11
10
12
12
10
10
9
10
10
13
12
10
10
9
10
10
12
12
8
8
8
9
9
10
11
10
10
8
8
9
11
11
8
8
9
10
9
12
11
10
9
8
9
9
12
13
9
10
9
9
9
12
10
100
40
25
30
26
28
23
16
14
12
13
12
12
13
10
10
10
10
11
11
12
10
9
9
10
9
11
9
9
8
7
8
9
11
11
8
8
9
9
8
9
10
7
8
8
9
9
10
11
11
12
11
8
9
11
10
7
8
7
7
8
9
9
8
7
8
8
8
9
9
6
7
7
6
7
8
8
5
5
6
6
6
7
8
5
6
6
5
7
7
8
7
6
5
6
6
7
7
4
5
6
6
6
7
8
5
5
5
5
7
8
7
5
5
4
5
6
5
7
5
5
5
5
5
7
7
6
4
5
5
4
7
5
3
4
6
5
6
7
7
4
4
7
6
6
6
5
4
4
4
5
4
6
7
5
5
17
14
15
17
18
15
15
14
16
16
19
18
13
12
14
11
15
18
15
13
14
15
11
15
16
14
13
12
13
13
15
17
19
13
14
14
13
15
18
18
18
15
19
15
18
17
18
14
15
15
15
19
19
19
15
12
13
15
14
17
18
13
14
13
12
12
15
16
14
11
12
11
12
16
14
10
11
11
10
13
14
13
9
9
12
15
14
19
16
14
12
14
13
12
19
15
11
11
13
12
14
26
19
15
12
11
13
13
17
16
11
14
13
12
13
15
15
12
12
11
12
14
16
13
10
11
12
11
13
20
16
12
12
13
14
14
14
14
14
12
12
11
11
13
14
11
11
10
11
12
14
13
10
12
11
13
10
13
14
11
10
13
13
12
13
13
11
12
12
12
11
14
13
10
11
13
13
14
15
16
12
13
15
13
15
14
16
12
13
12
12
14
16
14
12
10
11
11
13
13
13
11
12
11
14
17
16
17
16
15
16
13
17
24
28
100
74
65
61
55
60
52
41
39
36
35
33
42
40
31
29
28
28
29
34
38
27
25
27
27
26
37
30
24
23
24
23
21
30
27
23
21
20
20
19
24
26
19
19
