['Ahq e-Sports Club']
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
77
0
0
0
0
0
77
0
0
0
0
0
0
0
0
0
0
100
0
0
0
0
0
0
0
0
0
0
0
33
0
0
0
0
0
0
36
0
0
0
0
0
0
0
29
0
0
0
0
0
0
29
0
0
0
0
0
0
0
0
0
0
31
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
29
0
0
0
31
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
36
0
32
0
0
0
0
0
0
0
0
30
0
36
0
0
0
0
0
0
74
0
0
0
31
0
0
0
0
0
0
0
0
0
38
38
0
0
0
0
0
38
0
0
0
33
34
34
0
0
0
0
0
0
0
0
35
0
0
0
0
0
0
0
31
0
31
0
0
72
71
52
61
60
31
32
35
34
30
0
30
0
63
0
0
0
30
30
60
73
80
100
30
30
0
0
31
80
0
0
30
31
30
31
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
30
0
30
0
34
0
0
0
0
0
0
0
0
0
0
0
9
0
11
0
0
18
0
0
0
0
0
9
9
0
9
0
0
0
0
0
0
18
0
0
22
0
9
9
0
9
0
11
0
0
0
0
0
11
0
0
0
0
0
0
0
11
9
0
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
0
10
21
9
17
9
0
0
10
17
48
100
30
20
18
21
20
13
14
26
22
18
0
30
17
11
28
79
27
44
46
17
8
0
17
9
10
50
20
25
8
26
41
30
0
17
8
8
8
0
0
19
0
8
0
0
0
0
0
8
8
0
8
0
10
0
8
8
0
0
0
0
0
0
8
8
8
9
10
0
0
8
0
9
0
0
10
0
0
8
9
0
10
0
0
0
8
0
0
0
0
8
0
0
0
0
10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10
0
9
9
0
0
0
0
0
0
0
0
0
0
10
0
0
0
9
0
0
0
0
0
0
0
9
0
0
0
0
0
0
0
0
0
0
0
9
0
0
9
0
0
9
0
0
0
9
0
0
0
0
0
0
0
0
0
9
0
0
0
0
0
0
0
0
