['52 Hz I Love You']
92
46
72
52
51
0
0
0
47
47
0
100
0
0
0
0
0
50
0
0
0
43
0
0
52
50
0
0
0
0
0
0
52
46
46
46
48
0
85
0
0
47
0
48
50
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
26
0
0
0
0
0
0
0
0
0
21
22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22
0
0
0
0
0
0
0
22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25
0
0
0
0
0
0
0
0
0
24
0
0
24
24
0
0
23
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
23
0
0
26
0
0
0
0
0
27
0
0
23
0
0
0
0
0
22
0
0
0
47
0
0
0
0
0
23
23
0
25
22
0
22
22
0
0
0
0
22
0
0
0
26
25
0
0
22
0
0
0
0
22
0
33
22
35
0
26
23
23
30
33
23
51
37
22
22
20
23
23
26
100
22
29
