['Android']
71
71
73
78
78
71
71
72
73
75
81
80
71
71
73
73
74
80
80
73
73
72
76
74
79
82
73
74
73
75
80
86
84
76
77
77
78
80
87
100
90
85
83
84
82
81
76
75
78
85
85
74
75
76
76
77
83
87
75
76
75
76
78
83
86
73
75
77
76
78
85
87
77
80
78
77
79
84
86
74
75
75
75
79
85
85
76
78
77
80
78
84
86
77
79
77
76
76
84
84
72
73
74
73
75
82
82
73
73
74
74
75
83
85
76
74
74
75
77
84
84
73
75
78
77
78
86
86
73
76
76
76
78
85
85
72
75
75
72
75
83
83
74
76
75
75
76
82
83
75
73
74
75
74
84
82
71
72
71
71
74
82
82
70
72
72
73
74
80
80
73
70
71
69
72
81
80
69
70
70
68
70
76
78
69
69
69
70
71
78
78
69
69
70
71
72
79
79
68
68
67
69
70
78
79
68
70
71
72
71
80
79
68
72
72
73
75
82
84
75
78
80
86
100
95
91
83
81
82
80
81
80
77
71
69
71
69
69
77
74
65
65
66
65
68
74
75
65
66
66
67
68
74
74
65
66
66
66
67
74
74
65
65
65
66
67
74
74
64
65
65
67
68
74
73
66
66
66
66
68
74
75
65
65
65
66
67
73
73
64
64
63
63
65
72
71
62
62
64
65
67
73
72
63
63
72
72
73
79
81
74
74
74
77
81
84
84
75
73
73
72
73
80
79
69
69
71
71
73
79
78
69
69
68
71
72
77
75
68
69
69
70
72
77
77
68
68
68
71
71
76
77
69
68
69
70
68
75
76
67
67
68
69
70
76
75
69
68
70
72
73
77
77
68
70
68
71
71
75
76
70
68
69
70
71
76
76
69
69
69
71
71
77
76
68
70
71
70
72
77
77
68
70
69
70
68
74
75
68
70
70
71
73
77
79
73
72
82
83
84
91
89
89
93
96
97
94
99
100
89
87
86
88
88
93
94
83
82
82
82
81
87
88
80
79
80
89
85
88
85
78
77
77
75
75
81
80
72
71
71
70
71
76
76
72
77
76
77
77
81
81
72
72
73
71
74
80
80
71
70
72
72
72
80
80
72
71
70
71
71
78
77
67
68
69
68
69
76
76
67
67
66
66
67
74
73
66
66
67
66
66
75
74
66
65
68
66
68
74
74
65
66
66
65
66
73
73
64
65
65
64
67
72
70
63
66
65
63
65
71
70
63
62
55
63
66
70
71
63
64
